width = 16
height = 16
startingX = 14
startingY = 8
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
4,0,3,5,2,0,0,0,0,0,0,0,0,0,0,4
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
4,0,0,0,0,6,0,0,0,6,0,0,0,0,0,4
4,0,0,0,0,6,0,0,0,6,0,0,0,0,0,4
4,0,0,0,0,6,0,0,0,6,0,0,0,0,0,4
4,0,0,0,0,6,0,0,0,6,0,0,0,0,0,4
4,0,0,0,0,6,0,0,0,6,0,0,0,0,0,4
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
